Timestamp,Temperature
1543593704.009,24.93
1543594284.042,24.98
1543594864.115,25
1543595443.691,25.02
1543596023.763,25.03
1543596604.63,25.03
1543597182.442,25.04
1543597765.177,25.04
1543598340.078,25.05
1543598920.009,25.05
1543599499.727,25.01
1543600079.389,24.94
1543600659.385,24.89
1543601239.061,24.85
1543601818.85,24.82
1543602398.822,24.8
1543602978.942,24.78
1543603558.83,24.75
1543604138.441,24.73
1543604718.109,24.71
1543605298.012,24.7
1543605877.747,24.69
1543606457.975,24.68
1543607037.518,24.67
1543607617.564,24.65
1543608197.277,24.63
1543608776.977,24.62
1543609356.98,24.6
1543609936.786,24.58
1543610516.802,24.57
1543611096.72,24.55
1543611676.408,24.54
1543612256.59,24.52
1543612836.546,24.51
1543613416.574,24.49
1543613996.447,24.48
1543614576.249,24.46
1543615156.152,24.46
1543615736.358,24.44
1543616316.356,24.44
1543616896.309,24.43
1543617476.394,24.42
1543618056.007,24.41
1543618635.988,24.4
1543619215.534,24.38
1543619795.594,24.35
1543620375.316,24.32
1543620955.166,24.31
1543621535.213,24.29
1543622115.33,24.27
1543622694.996,24.26
1543623274.839,24.25
1543623855.104,24.24
1543624435.156,24.23
1543625015.054,24.22
1543625594.94,24.21
1543626174.684,24.2
1543626754.451,24.2
1543627334.453,24.2
1543627914.194,24.19
1543628494.319,24.2
1543629074.203,24.19
1543629653.935,24.19
1543630233.564,24.18
1543630813.526,24.19
1543631393.735,24.26
1543631973.74,24.33
1543632553.526,24.39
1543633133.445,24.42
1543633713.746,24.44
1543634293.971,24.47
1543634873.861,24.49
1543635453.934,24.5
1543636034.116,24.53
1543636614.37,24.55
1543637194.468,24.58
1543637774.749,24.61
1543638354.582,24.6
1543638934.89,24.62
1543639514.655,24.65
1543640094.999,24.66
1543640687.094,24.69
1543641256.783,24.74
1543641836.482,24.75
1543642416.748,24.78
1543642996.77,24.83
1543643576.67,24.84
1543644156.586,24.87
1543644736.463,24.9
1543645316.603,24.94
1543645896.665,24.98
1543646476.499,25.03
1543647056.57,25.05
1543647636.944,25.08
1543648216.959,25.11
1543648796.764,25.14
1543649376.844,25.17
1543649956.97,25.2
1543650536.998,25.23
1543651116.828,25.26
1543651696.86,25.28
1543652276.927,25.31
1543652856.928,25.33
1543653436.953,25.35
1543654017.104,25.37
1543654597.338,25.4
1543655177.312,25.42
1543655757.441,25.43
1543656337.327,25.46
1543656917.464,25.47
1543657497.292,25.49
1543658077.204,25.5
1543658657.006,25.51
1543659237.045,25.52
1543659816.929,25.53
1543660397.01,25.53
1543660976.83,25.54
1543661557.267,25.55
1543662137.07,25.55
1543662717.417,25.56
1543663297.118,25.58
1543663877.259,25.56
1543664457.252,25.53
1543665037.581,25.53
1543665615.912,25.54
1543666195.64,25.55
1543666775.702,25.57
1543667355.72,25.59
1543667935.466,25.6
1543668515.619,25.6
1543669095.866,25.6
1543669675.751,25.59
1543670255.604,25.6
1543670835.568,25.61
1543671415.26,25.61
1543671995.264,25.6
1543672575.092,25.59
1543673155.251,25.59
1543673734.886,25.59
1543674315.044,25.59
1543674894.803,25.58
1543675474.635,25.58
1543676054.855,25.58
1543676634.742,25.57
1543677214.602,25.57
1543677794.495,25.55
1543678374.428,25.55
1543678954.336,25.55
1543679534.404,25.54
1543680114.385,25.53
1543680694.792,25.53
1543681274.664,25.5
1543681855.4,25.51
1543682434.105,25.5
1543683021.715,25.49
1543683591.443,25.5
1543684171.315,25.47
1543684750.946,25.47
1543685331.144,25.45
1543685910.487,25.43
1543686509.578,25.38
1543687076.858,25.35
1543687656.051,25.28
1543688235.94,25.24
1543688816.004,25.21
1543689395.673,25.19
1543689975.375,25.17
1543690555.199,25.14
1543691135.103,25.13
1543691714.862,25.11
1543692294.982,25.09
1543692874.86,25.07
1543693454.917,25.05
1543694035.147,25.03
1543694614.865,25.01
1543695194.726,24.98
1543695774.516,24.97
1543696354.395,24.97
1543696934.303,24.94
1543697514.588,24.93
1543698094.415,24.92
1543698674.196,24.9
1543699253.735,24.88
1543699833.569,24.88
1543700413.13,24.85
1543700993.319,24.83
1543701573.066,24.8
1543702152.82,24.79
1543702732.455,24.76
1543703322.71,24.74
1543703892.698,24.73
1543704472.557,24.71
1543705072.83,24.7
1543705639.908,24.7
1543706219.275,24.67
1543706798.765,24.66
1543707378.367,24.65
1543707958.331,24.63
1543708537.911,24.61
1543709121.815,24.58
1543709695.411,24.58
1543710275.472,24.56
1543710855.224,24.55
1543711435.098,24.54
1543712015.05,24.54
1543712594.647,24.53
1543713174.314,24.52
1543713754.609,24.52
1543714334.8,24.52
1543714914.516,24.53
1543715494.704,24.52
1543716073.445,24.53
1543716653.272,24.54
1543717233.293,24.55
1543717813.168,24.56
1543718393.93,24.58
1543718971.613,24.61
1543719551.473,24.63
1543720142.425,24.65
1543720712.244,24.69
1543721292.204,24.72
1543721872.88,24.75
1543722450.609,24.79
1543723030.272,24.83
1543723610.418,24.9
1543724190.68,24.98
1543724770.731,25.05
1543725350.977,25.1
1543725931.948,25.14
1543726509.745,25.19
1543727089.829,25.24
1543727669.776,25.27
1543728249.535,25.27
1543728829.529,25.31
1543729409.351,25.37
1543729989.528,25.4
1543730569.693,25.44
1543731149.355,25.48
1543731729.275,25.52
1543732309.151,25.54
1543732889.266,25.58
1543733469.227,25.6
1543734049.145,25.62
1543734629.247,25.66
1543735209.495,25.68
1543735789.386,25.7
1543736369.538,25.72
1543736949.627,25.73
1543737529.733,25.75
1543738110.163,25.76
1543738690.208,25.78
1543739270.218,25.8
1543739850.186,25.81
1543740430.261,25.82
1543741010.305,25.84
1543741590.498,25.83
1543742170.429,25.83
1543742750.188,25.84
1543743330.294,25.85
1543743910.779,25.87
1543744490.905,25.86
1543745070.765,25.85
1543745650.983,25.86
1543746230.621,25.86
1543746810.664,25.87
1543747389.768,25.87
1543747969.531,25.88
1543748549.494,25.89
1543749129.709,25.9
1543749709.687,25.91
1543750289.591,25.94
1543750869.32,25.96
1543751449.604,25.96
1543752029.438,25.97
1543752609.344,25.97
1543753189.328,25.97
1543753769.141,25.99
1543754349.391,26
1543754929.624,26
1543755509.264,26
1543756089.76,26
1543756669.764,26
1543757249.811,26.01
1543757829.686,26.01
1543758409.747,26
1543758989.764,26
1543759569.672,26
1543760149.67,26
1543760730.113,25.99
1543761310.094,25.99
1543761890.209,25.99
1543762471.334,25.97
1543763049.244,25.97
1543763629.281,25.97
1543764209.198,25.96
1543764790.691,25.87
1543765367.084,25.9
1543765947.1,25.91
1543766527.197,25.91
1543767107.608,25.89
1543767687.504,25.86
1543768267.737,25.84
1543768847.513,25.82
1543769428.925,25.79
1543770008.523,25.77
1543770588.344,25.73
1543771167.995,25.72
1543771747.874,25.69
1543772327.991,25.72
1543772907.797,25.69
1543773487.809,25.67
1543774067.56,25.63
1543774647.354,25.62
1543775227.281,25.6
1543775808.403,25.55
1543776386.212,25.52
1543776966.253,25.5
1543777547.462,25.47
1543778127.792,25.48
1543778708.057,25.46
1543779287.946,25.44
1543779888.74,25.42
1543780455.732,25.43
1543781035.397,25.4
1543781614.813,25.37
1543782194.671,25.36
1543782774.708,25.32
1543783354.765,25.3
1543783934.896,25.27
1543784514.709,25.25
1543785094.754,25.24
1543785685.556,25.22
1543786255.417,25.21
1543786834.978,25.19
1543787414.935,25.17
1543787998.824,25.15
1543788572.325,25.14
1543789151.982,25.12
1543789731.828,25.09
1543790311.593,25.07
1543790891.827,25.05
1543791472.075,25.03
1543792052.292,25.01
1543792632.125,24.98
1543793212.071,24.96
1543793791.957,24.94
1543794372.118,24.92
1543794952.329,24.9
1543795531.994,24.88
1543796112.288,24.86
1543796692.25,24.85
1543797271.92,24.89
1543797852.002,24.9
1543798432.109,24.89
1543799011.955,24.85
1543799591.857,24.82
1543800171.469,24.8
1543800751.465,24.78
1543801331.576,24.77
1543801911.467,24.77
1543802491.381,24.77
1543803071.686,24.77
1543803651.337,24.78
1543804231.623,24.8
1543804811.829,24.82
1543805392.053,24.84
1543805971.615,24.86
1543806551.783,24.89
1543807131.827,24.93
1543807711.853,24.97
1543808291.922,25.01
1543808871.639,25.05
1543809451.669,25.08
1543810031.922,25.12
1543810612.055,25.16
1543811192.102,25.2
1543811772.32,25.24
1543812352.316,25.28
1543812932.752,25.31
1543813512.714,25.36
1543814092.873,25.41
1543814672.902,25.45
1543815253.233,25.5
1543815833.145,25.53
1543816413.516,25.57
1543816993.527,25.61
1543817573.73,25.66
1543818153.551,25.69
1543818733.381,25.72
1543819313.328,25.76
1543819893.056,25.79
1543820472.887,25.83
1543821052.763,25.86
1543821632.874,25.89
1543822212.955,25.93
1543822792.95,25.95
1543823372.758,25.99
1543823952.741,26.02
1543824532.731,26.05
1543825112.755,26.08
1543825693.059,26.11
1543826273.208,26.13
1543826853.677,26.16
1543827432.429,26.2
1543828011.987,26.21
1543828592.049,26.23
1543829172.087,26.25
1543829751.783,26.27
1543830332.053,26.3
1543830911.913,26.31
1543831492.002,26.32
1543832071.785,26.33
1543832651.597,26.34
1543833231.682,26.35
1543833811.711,26.36
1543834391.933,26.37
1543834971.893,26.4
1543835551.586,26.42
1543836131.512,26.43
1543836711.715,26.47
1543837291.798,26.49
1543837872.055,26.5
1543838452.568,26.52
1543839032.895,26.56
1543839613.035,26.59
1543840193.325,26.62
1543840773.315,26.63
1543841353.239,26.64
1543841933.081,26.62
1543842527.214,26.6
1543843096.512,26.62
1543843676.685,26.64
1543844256.557,26.66
1543844836.658,26.68
1543845417.014,26.68
1543846017.121,26.68
1543846584.429,26.72
1543847164.697,26.71
1543847744.833,26.72
1543848325.124,26.72
1543848957.668,26.65
1543849519.599,26.7
1543850098.9,26.67
1543850683.127,26.68
1543851257.196,26.68
1543851837.543,26.68
1543852417.563,26.68
1543852997.695,26.66
1543853577.914,26.61
1543854158.149,26.6
1543854738.105,26.57
1543855318.795,26.56
1543855896.928,26.56
1543856476.927,26.54
1543857056.897,26.53
1543857636.949,26.53
1543858216.559,26.52
1543858806.426,26.5
1543859376.506,26.49
1543859956.257,26.44
1543860536.004,26.41
1543861115.858,26.4
1543861696.113,26.38
1543862276.38,26.36
1543862855.954,26.35
1543863435.429,26.34
1543864015.627,26.32
1543864594.9,26.3
1543865174.836,26.27
1543865754.807,26.26
1543866334.947,26.23
1543866914.81,26.21
1543867494.666,26.19
1543868074.524,26.19
1543868653.944,26.17
1543869234.214,26.16
1543869814.032,26.13
1543870393.82,26.11
1543870973.899,26.09
1543871553.602,26.07
1543872133.667,26.04
1543872714.018,26.02
1543873294.286,25.99
1543873874.419,25.97
1543874454.326,25.95
1543875033.547,25.93
1543875613.409,25.91
1543876193.275,25.89
1543876783.63,25.86
1543877353.522,25.87
1543877933.689,25.83
1543878516.485,25.81
1543879090.829,25.79
1543879670.764,25.76
1543880250.821,25.74
1543880830.564,25.72
1543881410.361,25.71
1543881990.162,25.68
1543882570.542,25.67
1543883150.33,25.66
1543883731.207,25.66
1543884309.114,25.67
1543884889.322,25.69
1543885469.119,25.62
1543886048.92,25.59
1543886628.726,25.59
1543887208.985,25.58
1543887788.883,25.59
1543888368.67,25.59
1543888948.268,25.61
1543889528.23,25.61
1543890108.578,25.63
1543890688.562,25.66
1543891267.659,25.68
1543891847.812,25.7
1543892428.037,25.73
1543893008.163,25.76
1543893588.535,25.8
1543894168.658,25.83
1543894748.868,25.86
1543895328.864,25.9
1543895908.913,25.94
1543896489.086,25.99
1543897069.172,26.04
1543897649.065,26.09
1543898229.32,26.14
1543898809.48,26.19
1543899389.725,26.24
1543899969.841,26.29
1543900549.94,26.34
1543901130.262,26.38
1543901709.974,26.42
1543902290.579,26.45
1543902870.615,26.5
1543903450.935,26.53
1543904030.941,26.56
1543904610.782,26.59
1543905191.021,26.63
1543905771.038,26.66
1543906351.108,26.69
1543906931.468,26.72
1543907511.13,26.75
1543908090.947,26.78
1543908670.77,26.8
1543909250.919,26.83
1543909830.845,26.86
1543910410.895,26.88
1543910990.99,26.91
1543911571.19,26.93
1543912151.523,26.97
1543912732.102,26.99
1543913312.229,27.01
1543913892.131,27.04
1543914471.998,27.06
1543915051.833,27.08
1543915631.976,27.1
1543916212.1,27.12
1543916792.294,27.14
1543917372.564,27.15
1543917952.577,27.17
1543918532.745,27.18
1543919112.61,27.19
1543919692.798,27.21
1543920273.224,27.21
1543920853.226,27.24
1543921433.823,27.26
1543922014.148,27.31
1543922594.416,27.33
1543923174.651,27.37
1543923754.713,27.4
1543924334.927,27.42
1543924914.963,27.45
1543925495.047,27.45
1543926074.859,27.47
1543926655.229,27.5
1543927235.477,27.51
1543927815.466,27.53
1543928395.307,27.54
1543928975.551,27.54
1543929555.559,27.55
1543930135.645,27.56
1543930715.915,27.56
1543931295.973,27.57
1543931875.752,27.57
1543932456.214,27.58
1543933036.267,27.58
1543933616.406,27.58
1543934196.483,27.58
1543934776.575,27.58
1543935356.941,27.58
1543935937.077,27.59
1543936517.386,27.58
1543937097.744,27.6
1543937677.66,27.58
1543938256.756,27.6
1543938836.196,27.54
1543939416.262,27.5
1543939996.986,27.49
1543940575.5,27.46
1543941155.21,27.43
1543941735.396,27.41
1543942315.786,27.4
1543942895.844,27.38
1543943486.327,27.37
1543944056.78,27.36
1543944636.985,27.34
1543945217.266,27.32
1543945797.417,27.32
1543946377.644,27.3
1543946957.53,27.28
1543947537.711,27.26
1543948128.325,27.23
1543948698.809,27.22
1543949278.95,27.2
1543949859.151,27.18
1543950439.325,27.17
1543951019.607,27.16
1543951602.785,27.14
1543952178.247,27.13
1543952758.727,27.13
1543953339.072,27.11
1543953919.256,27.1
1543954498.819,27.08
1543955079.042,27.06
1543955658.838,27.05
1543956238.618,27.03
1543956818.46,27.02
1543957398.39,27.01
1543957978.584,26.99
1543958558.766,26.97
1543959138.935,26.95
1543959719.152,26.92
1543960299.238,26.91
1543960879.137,26.89
1543961459.053,26.88
1543962042.858,26.85
1543962617.119,26.83
1543963196.757,26.81
1543963778.714,26.79
1543964354.743,26.78
1543964934.906,26.77
1543965518.035,26.76
1543966092.905,26.74
1543966673.073,26.71
1543967253.026,26.7
1543967833.048,26.68
1543968413.188,26.7
1543968993.144,26.7
1543969573.413,26.67
1543970154.333,26.73
1543970733.33,26.77
1543971311.01,26.73
1543971890.757,26.69
1543972470.943,26.67
1543973051.217,26.65
1543973631.225,26.64
1543974210.601,26.63
1543974790.619,26.62
1543975370.387,26.62
1543975961.997,26.62
1543976531.741,26.65
1543977113.893,26.66
1543977710.429,26.68
1543978278.655,26.72
1543978856.648,26.73
1543979436.463,26.74
1543980019.451,26.76
1543980594.215,26.79
1543981174.287,26.82
1543981754.243,26.84
1543982334.566,26.88
1543982917.968,26.91
1543983524.156,26.95
1543984090.169,27.02
1543984679.422,27.04
1543985269.276,27.09
1543985836.753,27.14
1543986416.725,27.16
1543986997.149,27.19
1543987577.614,27.23
1543988158.814,27.28
1543988741.072,27.33
1543989315.739,27.38
1543989896.184,27.42
1543990486.328,27.45
1543991056.144,27.52
1543991636.338,27.54
1543992218.504,27.57
1543992794.645,27.61
1543993375.025,27.64
1543993955.095,27.68
1543994538.382,27.7
1543995113.217,27.73
1543995693.317,27.76
1543996273.433,27.79
1543996853.67,27.8
1543997433.993,27.83
1543998013.832,27.85
1543998593.968,27.85
1543999174.16,27.86
1543999754.42,27.87
1544000334.725,27.88
1544000915.978,27.88
1544001494.001,27.88
1544002073.988,27.88
1544002655.216,27.88
1544003233.338,27.88
1544003813.673,27.87
1544004393.674,27.87
1544004973.794,27.87
1544005554.069,27.85
1544006134.282,27.85
1544006714.189,27.84
1544007294.197,27.84
1544007889.295,27.82
1544008458.649,27.83
1544009038.751,27.81
1544009618.976,27.82
1544010199.053,27.88
1544010779.1,27.9
1544011359.673,27.92
1544011939.428,27.93
1544012519.621,27.9
1544013099.772,27.91
1544013679.466,27.94
1544014259.392,27.96
1544014839.96,27.95
1544015419.559,27.91
1544015999.72,27.89
1544016579.841,27.88
1544017159.659,27.86
1544017739.693,27.86
1544018319.724,27.88
1544018899.902,27.9
1544019480.097,27.85
1544020060.38,27.81
1544020640.462,27.83
1544021220.453,27.84
1544021800.509,27.84
1544022380.95,27.84
1544022960.237,27.83
1544023540.514,27.81
1544024120.331,27.8
1544024700.596,27.79
1544025280.932,27.77
1544025861.165,27.75
1544026441.608,27.7
1544027021.783,27.67
1544027601.744,27.65
1544028181.812,27.63
1544028762.014,27.62
1544029341.97,27.61
1544029921.856,27.58
1544030501.433,27.56
1544031081.808,27.53
1544031661.851,27.52
1544032241.76,27.5
1544032821.385,27.48
1544033401.195,27.46
1544033981.029,27.47
1544034561.006,27.46
1544035141.142,27.44
1544035721.283,27.43
1544036301.556,27.41
1544036881.686,27.4
1544037461.724,27.39
1544038041.72,27.38
1544038622.128,27.37
1544039202.062,27.36
1544039782.029,27.34
1544040361.884,27.33
1544040941.671,27.31
1544041521.444,27.3
1544042101.226,27.28
1544042681.577,27.26
1544043261.619,27.24
1544043841.686,27.22
1544044421.821,27.21
1544045001.517,27.2
1544045581.644,27.18
1544046161.94,27.17
1544046741.652,27.14
1544047321.464,27.13
1544047901.376,27.1
1544048481.511,27.08
1544049061.343,27.07
1544049641.48,27.05
1544050221.057,27.04
1544050801.582,27.02
1544051381.724,27.01
1544051961.798,26.99
1544052541.443,26.99
1544053121.436,26.97
1544053701.522,26.95
1544054281.529,26.94
1544054861.398,26.92
1544055441.469,26.91
1544056021.586,26.91
1544056601.572,26.91
1544057181.597,26.94
1544057762.163,26.93
1544058342.183,26.89
1544058922.075,26.88
1544059501.986,26.87
1544060082.442,26.86
1544060662.694,26.85
1544061242.523,26.85
1544061822.958,26.86
1544062403.378,26.88
1544062983.558,26.9
