Timestamp,Temperature
1498867800,34.32949999999999
1498868400,34.33433333333333
1498869000,34.34483333333334
1498869600,34.35583333333334
1498870200,34.365833333333335
1498870800,34.370000000000005
1498871400,34.35283333333333
1498872000,33.98866666666667
1498872600,33.604166666666664
1498873200,33.3865
1498873800,33.23583333333333
1498874400,33.117666666666665
1498875000,33.0425
1498875600,32.979166666666664
1498876200,32.949
1498876800,32.924666666666674
1498877400,32.88783333333333
1498878000,32.85583333333334
1498878600,32.92216666666667
1498879200,32.94566666666666
1498879800,32.956666666666656
1498880400,32.95633333333334
1498881000,32.95766666666666
1498881600,32.957499999999996
1498882200,32.93533333333333
1498882800,32.904333333333334
1498883400,32.88583333333334
1498884000,32.85516666666666
1498884600,32.82883333333333
1498885200,32.79133333333333
1498885800,32.7655
1498886400,32.732
1498887000,32.68183333333333
1498887600,32.714666666666666
1498888200,32.7055
1498888800,32.688500000000005
1498889400,32.662
1498890000,32.64283333333334
1498890600,32.602500000000006
1498891200,32.58566666666666
1498891800,32.5675
1498892400,32.547000000000004
1498893000,32.55133333333334
1498893600,32.564
1498894200,32.565333333333335
1498894800,32.57166666666666
1498895400,32.57033333333333
1498896000,32.56933333333333
1498896600,32.5595
1498897200,32.55650000000001
1498897800,32.51533333333333
1498898400,32.519833333333324
1498899000,32.50983333333333
1498899600,32.49966666666666
1498900200,32.47566666666666
1498900800,32.45716666666666
1498901400,32.446000000000005
1498902000,32.412333333333336
1498902600,32.36716666666667
1498903200,32.343999999999994
1498903800,32.31126666666667
1498904400,32.29200000000001
1498905000,32.272000000000006
1498905600,32.2545
1498906200,32.25316666666667
1498906800,32.20366666666666
1498907400,32.16766666666666
1498908000,32.188833333333335
1498908600,32.165
1498909200,32.141
1498909800,32.138999999999996
1498910400,32.09583333333334
1498911000,32.05083333333333
1498911600,32.04933333333334
1498912200,32.013
1498912800,31.96933333333333
1498913400,31.936666666666675
1498914000,31.89666666666667
1498914600,31.850666666666662
1498915200,31.821499999999997
1498915800,31.77933333333333
1498916400,31.751833333333337
1498917000,31.71973333333334
1498917600,31.676999999999992
1498918200,31.647999999999996
1498918800,31.604499999999994
1498919400,31.583499999999997
1498920000,31.53783333333334
1498920600,31.502333333333333
1498921200,31.4865
1498921800,31.454666666666668
1498922400,31.4055
1498923000,31.36683333333333
1498923600,31.31466666666667
1498924200,31.275
1498924800,31.23733333333334
1498925400,31.193166666666666
1498926000,31.165499999999998
1498926600,31.1125
1498927200,31.087833333333332
1498927800,31.049666666666667
1498928400,31.013333333333332
1498929000,30.976499999999998
1498929600,30.93283333333333
1498930200,30.966599999999993
1498930800,30.952999999999996
1498931400,30.951999999999998
1498932000,31.123
1498932600,31.371499999999997
1498933200,31.567500000000003
1498933800,31.695500000000003
1498934400,31.7725
1498935000,31.835500000000003
1498935600,31.88549999999999
1498936200,31.923500000000008
1498936800,31.904000000000003
1498937400,31.792166666666667
1498938000,31.880833333333335
1498938600,31.806333333333335
1498939200,31.787666666666667
1498939800,31.804833333333335
1498940400,31.767666666666667
1498941000,31.84316666666667
1498941600,31.756833333333333
1498942200,31.843000000000007
1498942800,31.761333333333333
1498943400,31.806166666666666
1498944000,31.754
1498944600,31.757500000000004
1498945200,31.7305
1498945800,31.730499999999996
1498946400,31.725500000000004
1498947000,31.703500000000002
1498947600,31.715500000000002
1498948200,31.7125
1498948800,31.728500000000004
1498949400,31.697000000000003
1498950000,31.747000000000003
1498950600,31.677500000000002
1498951200,31.7295
1498951800,31.645000000000003
1498952400,31.697999999999997
1498953000,31.610166666666668
1498953600,31.664500000000004
1498954200,31.59416666666666
1498954800,31.622833333333336
1498955400,31.582333333333338
1498956000,31.601666666666667
1498956600,31.572499999999998
1498957200,31.627000000000002
1498957800,31.6
1498958400,31.6615
1498959000,31.630999999999993
